Row_ID,Ship_Mode,Shipping_Cost,Order_Priority
876,"Same Day",117.24,High
877,"Same Day",2.38,High
878,"Same Day",2.85,High
879,"Same Day",367.55,High
880,"Standard Class",7.27,Medium
881,"Second Class",8.52,High
882,"Second Class",72.54,High
883,"Second Class",1.13,High
884,"Second Class",26.35,Medium
885,"Second Class",31.93,Medium
886,"Standard Class",8.96,Medium
887,"Standard Class",28.01,Medium
888,"Standard Class",4.22,Medium
889,"Same Day",16.65,High
890,"Same Day",24.80,High
891,"Standard Class",11.56,Medium
892,"Standard Class",1.26,Medium
893,"Standard Class",0.76,Medium
894,"Standard Class",0.70,Medium
895,"Standard Class",9.39,Medium
896,"Standard Class",6.89,Medium
897,"Standard Class",2.26,Medium
898,"Standard Class",1.76,Medium
899,"Standard Class",5.50,Medium
900,"Standard Class",1.30,Medium
901,"Standard Class",4.88,Medium
902,"Standard Class",15.50,High
903,"Standard Class",78.13,High
904,"Standard Class",32.50,High
905,"Standard Class",19.27,High
906,"Standard Class",3.49,High
907,"Second Class",3.67,Medium
908,"Second Class",4.97,Medium
909,"Standard Class",4.52,High
910,"Standard Class",163.70,High
911,"Standard Class",88.73,High
912,"Standard Class",4.45,High
913,"Second Class",13.34,High
914,"Standard Class",11.23,Medium
915,"Standard Class",61.22,Medium
916,"Standard Class",20.05,High
917,"Standard Class",2.89,High
918,"Standard Class",28.62,Medium
919,"Standard Class",5.53,Medium
920,"First Class",31.86,High
921,"First Class",24.65,High
922,"First Class",5.33,High
923,"First Class",3.84,High
924,"First Class",91.14,High
925,"First Class",78.15,Critical
926,"First Class",143.28,Critical
927,"Second Class",6.82,Medium
928,"Second Class",39.99,Medium
929,"Standard Class",2.57,Medium
930,"Standard Class",7.74,Medium
931,"Standard Class",2.94,Medium
932,"Standard Class",1.33,Medium
933,"Standard Class",17.24,Medium
934,"Standard Class",2.96,Medium
935,"Standard Class",2.92,Medium
936,"Standard Class",21.03,Medium
937,"Standard Class",2.76,Medium
938,"Standard Class",9.12,Medium
939,"Standard Class",4.50,Low
940,"Standard Class",11.14,Low
941,"Standard Class",17.96,Low
942,"First Class",6.55,High
943,"First Class",6.44,High
944,"First Class",4.69,High
945,"First Class",4.77,High
946,"Standard Class",14.64,Medium
947,"Standard Class",2.04,Medium
948,"Standard Class",3.14,Medium
949,"Standard Class",0.74,Medium
950,"Second Class",1.14,Medium
951,"Second Class",24.07,Medium
952,"Standard Class",36.08,Medium
953,"Standard Class",19.32,Medium
954,"Standard Class",5.35,High
955,"Standard Class",24.26,High
956,"Standard Class",3.86,Medium
957,"Standard Class",21.71,Medium
958,"Same Day",8.40,Medium
959,"Standard Class",1.39,Medium
960,"Standard Class",0.83,Medium
961,"Standard Class",4.97,Medium
962,"Standard Class",16.91,Medium
963,"Standard Class",0.77,Medium
964,"Same Day",13.13,High
965,"Second Class",28.29,Critical
966,"Standard Class",5.71,Medium
967,"Standard Class",2.36,Medium
968,"Standard Class",0.96,Medium
969,"Same Day",20.63,High
970,"First Class",4.20,High
971,"Standard Class",8.10,Medium
972,"Standard Class",2.88,Medium
973,"Standard Class",1.98,Medium
974,"Standard Class",1.01,Medium
975,"Same Day",103.40,Critical
976,"Same Day",138.40,Critical
977,"Standard Class",19.37,Medium
978,"Standard Class",15.16,Medium
979,"Standard Class",9.87,Medium
980,"First Class",1.45,Medium
981,"First Class",15.04,Medium
982,"Standard Class",6.79,Low
983,"Same Day",2.80,High
984,"Standard Class",47.12,Medium
985,"Standard Class",21.45,Medium
986,"Standard Class",0.63,Medium
987,"Standard Class",1.21,Medium
988,"Standard Class",11.67,High
989,"Second Class",145.28,Medium
990,"Second Class",365.20,Medium
991,"Second Class",0.08,Medium
992,"Standard Class",9.59,Low
993,"Standard Class",1.00,Low
994,"Standard Class",20.61,Low
995,"Standard Class",63.35,Low
996,"Standard Class",7.72,Medium
997,"Standard Class",129.63,Low
998,"Standard Class",1.36,Medium
999,"Second Class",18.75,High
1000,"Second Class",17.09,High
1001,"Second Class",26.90,High
1002,"Second Class",22.41,High
1003,"Second Class",14.11,High
1004,"Standard Class",0.95,Medium
1005,"Standard Class",2.51,Medium
1006,"Standard Class",3.01,Medium
1007,"Standard Class",0.25,Medium
1008,"Standard Class",1.44,Medium
1009,"Standard Class",9.31,High
1010,"Second Class",75.90,Medium
1011,"Second Class",19.13,Medium
1012,"Standard Class",11.93,Medium
1013,"Standard Class",21.04,Medium
1014,"Standard Class",2.38,Medium
1015,"Standard Class",27.18,Medium
1016,"First Class",49.68,Critical
1017,"First Class",173.65,Critical
1018,"First Class",51.36,Critical
1019,"Second Class",8.33,Medium
1020,"Second Class",6.20,Medium
1021,"Second Class",1.12,Medium
1022,"Second Class",17.23,Medium
1023,"Standard Class",2.13,Medium
1024,"Standard Class",3.62,Medium
1025,"Standard Class",20.48,Medium
1026,"Standard Class",3.17,Medium
1027,"Standard Class",1.96,Medium
1028,"First Class",3.92,High
1029,"Standard Class",18.81,Medium
1030,"Standard Class",9.15,Medium
1031,"Standard Class",16.25,Medium
1032,"Standard Class",37.90,Medium
1033,"Second Class",3.13,High
1034,"Second Class",1.43,High
1035,"Second Class",1.11,High
1036,"Standard Class",4.62,High
1037,"Standard Class",50.93,High
1038,"First Class",66.16,High
1039,"Standard Class",1.19,Medium
1040,"Standard Class",28.49,Medium
1041,"Second Class",2.57,High
1042,"Second Class",6.93,High
1043,"First Class",8.33,High
1044,"Standard Class",28.55,Medium
1045,"Standard Class",0.50,Medium
1046,"Standard Class",3.06,Medium
1047,"Standard Class",3.32,Medium
1048,"Standard Class",30.96,Medium
1049,"Standard Class",20.90,Medium
1050,"Standard Class",14.69,Medium
1051,"Standard Class",4.34,Medium
1052,"Standard Class",5.12,Medium
1053,"Second Class",27.31,High
1054,"First Class",55.57,Critical
1055,"First Class",21.48,Critical
1056,"First Class",8.34,Critical
1057,"First Class",27.44,High
1058,"Standard Class",1.97,Medium
1059,"Standard Class",14.89,Low
1060,"Second Class",2.68,Medium
1061,"Second Class",18.96,High
1062,"Second Class",57.18,High
1063,"Second Class",2.88,Medium
1064,"Second Class",17.47,High
1065,"First Class",14.45,Medium
1066,"First Class",3.30,Medium
1067,"First Class",29.11,Medium
1068,"Standard Class",72.28,High
1069,"Standard Class",3.53,Medium
1070,"Standard Class",25.10,Medium
1071,"Standard Class",0.70,Medium
1072,"Standard Class",13.29,Medium
1073,"Standard Class",2.40,Medium
1074,"Standard Class",5.40,Medium
1075,"Standard Class",0.82,Medium
1076,"Standard Class",49.80,High
1077,"Standard Class",3.46,Medium
1078,"Standard Class",2.00,Medium
1079,"Standard Class",9.07,Medium
1080,"Standard Class",3.21,Medium
1081,"Standard Class",4.31,Medium
1082,"Second Class",44.15,Medium
1083,"Standard Class",4.56,Low
1084,"Standard Class",6.23,Medium
1085,"First Class",96.00,High
1086,"First Class",2.33,High
1087,"Second Class",10.02,Critical
1088,"Second Class",234.28,Critical
1089,"Second Class",13.59,Critical
1090,"Same Day",42.79,Medium
1091,"Same Day",42.70,Medium
1092,"Standard Class",1.48,Medium
1093,"Standard Class",26.15,Medium
1094,"Standard Class",2.85,High
1095,"Standard Class",3.42,High
1096,"Standard Class",23.73,High
1097,"Standard Class",52.31,High
1098,"Standard Class",13.36,Medium
1099,"First Class",86.90,Medium
1100,"First Class",16.64,Medium
1101,"First Class",15.25,Medium
1102,"Same Day",11.40,High
1103,"Second Class",8.67,Medium
1104,"Standard Class",7.05,Medium
1105,"Standard Class",1.64,Medium
1106,"Standard Class",10.62,Medium
1107,"Standard Class",26.60,Medium
1108,"Standard Class",2.01,Medium
1109,"Standard Class",0.91,Medium
1110,"Standard Class",14.94,Medium
1111,"Standard Class",5.87,Medium
1112,"Standard Class",7.62,Medium
1113,"Standard Class",29.16,Medium
1114,"Standard Class",43.83,Medium
1115,"Standard Class",4.29,Medium
1116,"Standard Class",44.06,High
1117,"Standard Class",259.25,High
1118,"Standard Class",13.69,Medium
1119,"Second Class",6.10,Medium
1120,"Standard Class",6.82,Medium
1121,"Standard Class",2.45,Medium
1122,"Same Day",76.65,Medium
1123,"Same Day",4.96,Medium
1124,"Same Day",5.52,Medium
1125,"Same Day",80.60,Medium
1126,"Standard Class",0.71,Medium
1127,"Standard Class",2.49,High
1128,"First Class",0.48,Medium
1129,"First Class",1.85,Medium
1130,"Standard Class",11.62,Medium
1131,"Standard Class",4.78,Medium
1132,"Standard Class",0.23,Medium
1133,"Standard Class",12.64,High
1134,"Standard Class",5.21,Medium
1135,"Standard Class",18.53,Medium
1136,"Standard Class",4.26,Medium
1137,"Standard Class",0.99,Medium
1138,"Standard Class",7.47,Medium
1139,"Second Class",22.28,Critical
1140,"Second Class",3.65,Critical
1141,"Second Class",1.18,Critical
1142,"Standard Class",172.13,High
1143,"Standard Class",0.44,High
1144,"Standard Class",6.13,High
1145,"Standard Class",9.91,Medium
1146,"Second Class",18.23,Medium
1147,"Standard Class",6.02,High
1148,"Standard Class",44.07,High
1149,"Standard Class",3.04,Low
1150,"Standard Class",2.11,Low
1151,"Standard Class",1.13,Low
1152,"Standard Class",4.37,Low
1153,"Standard Class",29.02,Low
1154,"Standard Class",123.92,Low
1155,"Second Class",3.19,Medium
1156,"Standard Class",1.63,Medium
1157,"Standard Class",8.69,High
1158,"Standard Class",12.43,Medium
1159,"Standard Class",3.58,Medium
1160,"Standard Class",2.59,Medium
1161,"Standard Class",0.15,Medium
1162,"Standard Class",6.33,Medium
1163,"Standard Class",2.56,Medium
1164,"First Class",26.75,Medium
1165,"First Class",48.95,Medium
1166,"First Class",25.97,Medium
1167,"First Class",30.18,High
1168,"Standard Class",27.16,Medium
1169,"Standard Class",0.73,Medium
1170,"Second Class",11.32,High
1171,"Second Class",0.61,High
1172,"Same Day",26.47,Medium
1173,"Second Class",10.93,Medium
1174,"Standard Class",3.02,Medium
1175,"Standard Class",0.69,High
1176,"Standard Class",8.15,Medium
1177,"Standard Class",3.25,Medium
1178,"Standard Class",10.46,Medium
1179,"Standard Class",2.90,Medium
1180,"Standard Class",3.00,Medium
1181,"Standard Class",22.75,Medium
1182,"Standard Class",5.65,Medium
1183,"Standard Class",0.33,Medium
1184,"Standard Class",1.96,Medium
1185,"Standard Class",1.41,Medium
1186,"Second Class",5.38,Medium
1187,"Second Class",29.86,Medium
1188,"Second Class",8.71,Medium
1189,"Standard Class",28.86,Medium
1190,"Standard Class",4.98,Medium
1191,"Standard Class",32.20,Medium
1192,"Standard Class",3.96,Medium
1193,"Standard Class",12.90,Medium
1194,"Standard Class",3.08,Medium
1195,"Standard Class",0.27,Medium
1196,"Standard Class",16.27,Medium
1197,"Second Class",7.71,High
1198,"Second Class",0.50,High
1199,"Second Class",107.46,High
1200,"Standard Class",26.21,Medium
1201,"Standard Class",8.07,Medium
1202,"Standard Class",5.87,High
1203,"Standard Class",2.36,High
1204,"Standard Class",38.29,Medium
1205,"Second Class",10.53,High
1206,"First Class",8.49,Critical
1207,"First Class",10.89,Critical
1208,"First Class",56.61,Critical
1209,"First Class",6.77,Critical
1210,"First Class",26.81,High
1211,"First Class",0.93,High
1212,"First Class",18.65,High
1213,"Standard Class",8.71,High
1214,"Standard Class",1.29,High
1215,"Standard Class",35.30,High
1216,"Standard Class",37.59,High
1217,"Standard Class",12.82,High
1218,"Standard Class",2.59,High
1219,"Standard Class",8.31,Medium
1220,"Second Class",28.77,Medium
1221,"Second Class",20.15,Medium
1222,"Second Class",0.15,Medium
1223,"Standard Class",0.82,Medium
1224,"Standard Class",4.27,Medium
1225,"Standard Class",2.95,Medium
1226,"Standard Class",13.33,Medium
1227,"Standard Class",22.24,High
1228,"Standard Class",7.82,High
1229,"Standard Class",18.14,High
1230,"Standard Class",0.05,Medium
1231,"Standard Class",0.65,Medium
1232,"Standard Class",9.57,Medium
1233,"Standard Class",1.33,Medium
1234,"Standard Class",1.62,Medium
1235,"Standard Class",80.53,Medium
1236,"Standard Class",5.00,Medium
1237,"Standard Class",5.05,Medium
1238,"Standard Class",2.71,Medium
1239,"Standard Class",2.45,Medium
1240,"Standard Class",2.22,Medium
1241,"Standard Class",6.65,Medium
1242,"Standard Class",3.63,Medium
1243,"Standard Class",29.70,Medium
1244,"Standard Class",3.78,Medium
1245,"Standard Class",1.45,Medium
1246,"Standard Class",1.23,Medium
1247,"Standard Class",26.99,Medium
1248,"Standard Class",22.43,Low
1249,"Standard Class",4.94,Low
1250,"Standard Class",16.61,Low
1251,"Standard Class",1.49,Medium
1252,"Standard Class",4.11,High
1253,"Standard Class",155.85,High
1254,"Standard Class",0.31,Medium
1255,"Standard Class",2.23,Medium
1256,"Standard Class",37.09,Medium
1257,"Standard Class",23.08,Medium
1258,"Standard Class",3.31,Medium
1259,"Second Class",125.62,High
1260,"First Class",95.84,Medium
1261,"First Class",1.85,Medium
1262,"Standard Class",10.55,Medium
1263,"Standard Class",1.29,Medium
1264,"Standard Class",0.41,Medium
1265,"Standard Class",10.35,Medium
1266,"Standard Class",0.95,Medium
1267,"Second Class",25.95,High
1268,"Same Day",18.25,High
1269,"Same Day",5.81,High
1270,"First Class",24.23,High
1271,"First Class",9.37,High
1272,"Standard Class",31.70,Medium
1273,"Second Class",20.10,Critical
1274,"Same Day",7.91,High
1275,"Standard Class",14.14,Medium
1276,"Standard Class",0.93,Medium
1277,"Standard Class",20.74,Medium
1278,"Standard Class",174.80,Medium
1279,"Standard Class",1.05,Medium
1280,"Second Class",64.92,High
1281,"Standard Class",4.11,Medium
1282,"Standard Class",3.68,High
1283,"Same Day",3.19,High
1284,"Same Day",50.24,High
1285,"Same Day",19.77,High
1286,"Second Class",137.67,Critical
1287,"Second Class",3.47,Critical
1288,"Second Class",7.56,Critical
1289,"Standard Class",29.42,Medium
1290,"Same Day",4.18,Medium
1291,"Second Class",26.87,High
1292,"Second Class",5.92,High
1293,"First Class",5.35,Critical
1294,"First Class",46.82,Critical
1295,"First Class",89.36,Critical
1296,"First Class",4.83,Critical
1297,"First Class",6.70,Medium
1298,"Standard Class",5.21,Medium
1299,"Standard Class",6.63,Medium
1300,"Standard Class",35.10,Medium
1301,"Standard Class",0.69,Medium
1302,"Same Day",9.50,Critical
1303,"Same Day",89.76,Critical
1304,"Standard Class",23.12,Medium
1305,"Standard Class",13.34,Medium
1306,"Second Class",115.72,Critical
1307,"Standard Class",10.76,Medium
1308,"Standard Class",4.36,Medium
1309,"First Class",50.51,High
1310,"Second Class",43.34,Medium
1311,"Standard Class",3.79,Medium
1312,"Standard Class",10.95,Medium
1313,"Standard Class",1.74,Medium
1314,"Standard Class",4.05,Medium
1315,"Standard Class",12.07,Medium
1316,"Same Day",9.97,High
1317,"Second Class",9.37,Medium
1318,"Standard Class",1.55,Medium
1319,"Same Day",28.55,Critical
1320,"First Class",201.97,Critical
1321,"Standard Class",6.04,Medium
1322,"Second Class",69.10,Critical
1323,"Standard Class",16.00,Medium
1324,"Standard Class",3.82,Medium
1325,"Standard Class",5.84,Medium
1326,"Second Class",5.18,Medium
1327,"Standard Class",3.64,Medium
1328,"Standard Class",79.25,Medium
1329,"Standard Class",43.55,Medium
1330,"Standard Class",18.51,Medium
1331,"First Class",10.44,Critical
1332,"Standard Class",9.39,High
1333,"Standard Class",5.18,High
1334,"Second Class",4.46,Medium
1335,"Same Day",1.24,Critical
1336,"Standard Class",0.88,Medium
1337,"Standard Class",36.77,Medium
1338,"Standard Class",1.36,Medium
1339,"Standard Class",15.00,Medium
1340,"Standard Class",8.67,Medium
1341,"Same Day",8.36,High
1342,"Same Day",3.73,High
1343,"Second Class",0.98,Medium
1344,"Second Class",90.99,Medium
1345,"Second Class",1.78,Medium
1346,"Second Class",13.20,Medium
1347,"Standard Class",3.60,Medium
1348,"Standard Class",4.08,Medium
1349,"Standard Class",2.43,Medium
1350,"Standard Class",34.05,High
1351,"Standard Class",3.41,Medium
1352,"Standard Class",2.81,Medium
1353,"Standard Class",6.49,Medium
1354,"Same Day",24.73,High
1355,"Same Day",4.86,High
1356,"First Class",2.85,Critical
1357,"Standard Class",7.47,Low
1358,"Standard Class",32.23,High
1359,"Second Class",0.06,Medium
1360,"Second Class",34.91,Medium
1361,"Second Class",1.17,Medium
1362,"Standard Class",37.37,Low
1363,"Standard Class",6.21,Low
1364,"Standard Class",2.43,Low
1365,"Standard Class",1.72,Medium
1366,"Standard Class",0.98,Medium
1367,"Standard Class",18.63,Medium
1368,"Second Class",0.30,Medium
1369,"Second Class",0.77,Medium
1370,"Second Class",13.92,Medium
1371,"Second Class",4.66,Medium
1372,"Standard Class",2.49,Medium
1373,"First Class",9.64,High
1374,"First Class",7.94,High
1375,"Standard Class",8.01,Medium
1376,"Standard Class",0.49,Medium
1377,"Standard Class",16.15,Medium
1378,"Standard Class",8.31,Medium
1379,"Standard Class",78.76,High
1380,"Standard Class",5.03,High
1381,"Standard Class",5.63,High
1382,"First Class",3.01,High
1383,"First Class",140.52,High
1384,"First Class",6.99,High
1385,"First Class",3.40,High
1386,"First Class",1.19,High
1387,"Standard Class",0.67,Medium
1388,"Standard Class",5.21,Medium
1389,"First Class",4.86,Medium
1390,"First Class",8.33,Medium
1391,"First Class",5.13,Medium
1392,"Same Day",1.80,High
1393,"Standard Class",2.09,Low
1394,"Standard Class",6.95,Low
1395,"Standard Class",23.29,Low
1396,"Standard Class",54.53,Low
1397,"Second Class",164.39,High
1398,"First Class",97.48,Critical
1399,"Standard Class",1.84,Low
1400,"Standard Class",20.39,Low
1401,"Standard Class",8.23,Low
1402,"Standard Class",10.95,Low
1403,"Standard Class",3.86,Low
